flight_id,aircraft,flight_hours
FLIGHT_1472,N716TM,3.84
FLIGHT_1473,N604XT,3.71
FLIGHT_1474,N495DD,5.14
FLIGHT_1475,N301VR,3.55
FLIGHT_1476,N301VR,2.44
FLIGHT_1477,N604XT,5.41
FLIGHT_1478,N523AR,4.07
FLIGHT_1479,N610TX,4.19
FLIGHT_1480,N372MZ,4.45
FLIGHT_1481,N301VR,1.94
FLIGHT_1482,N523AR,4.66
FLIGHT_1483,N523AR,4.13
FLIGHT_1484,N301VR,2.02
FLIGHT_1485,N610TX,3.02
FLIGHT_1486,N604CH,3.46
FLIGHT_1487,N716TM,4.96
FLIGHT_1488,N716TM,4.19
FLIGHT_1489,N301VR,3.47
FLIGHT_1490,N716TM,4.06
FLIGHT_1491,N579MH,4.47
FLIGHT_1492,N523AR,4.72
FLIGHT_1493,N610TX,3.86
FLIGHT_1494,N301VR,2.73
FLIGHT_1495,N579MH,3.83
FLIGHT_1496,N452M,5.59
FLIGHT_1497,N523AR,4.92
FLIGHT_1498,N301VR,2.97
FLIGHT_1499,N716TM,5.71
FLIGHT_1500,N71HC,2.94
FLIGHT_1501,N610TX,4.23
FLIGHT_1502,N610TX,3.73
FLIGHT_1503,N610TX,3.88
FLIGHT_1504,N452M,3.9
FLIGHT_1505,N71HC,3.24
FLIGHT_1506,N452M,3.5
FLIGHT_1507,N610TX,2.89
FLIGHT_1508,N71HC,2.74
FLIGHT_1509,N716TM,4.57
FLIGHT_1510,N579MH,3.31
FLIGHT_1511,N99CT,2.87
FLIGHT_1512,N301VR,4.98
FLIGHT_1513,N610TX,5.39
FLIGHT_1514,N610TX,4.14
FLIGHT_1515,N99CT,3.79
FLIGHT_1516,N71HC,2.92
FLIGHT_1517,N452M,2.98
FLIGHT_1518,N604XT,4.07
FLIGHT_1519,N71HC,3.38
FLIGHT_1520,N604CH,4.23
FLIGHT_1521,N452M,2.56
FLIGHT_1522,N610TX,5.17
FLIGHT_1523,N71HC,3.52
FLIGHT_1524,N99CT,2.51
FLIGHT_1525,N610TX,3.86
FLIGHT_1526,N301VR,2.87
FLIGHT_1527,N372MZ,3.12
FLIGHT_1528,N99CT,2.78
FLIGHT_1529,N71HC,3.24
FLIGHT_1530,N71HC,4.57
FLIGHT_1531,N99CT,3.44
FLIGHT_1532,N610TX,4.22
FLIGHT_1533,N301VR,3.91
FLIGHT_1534,N452M,3.66
FLIGHT_1535,N452M,3.0
FLIGHT_1536,N716TM,3.12
FLIGHT_1537,N372MZ,3.5
FLIGHT_1538,N716TM,5.19
FLIGHT_1539,N604CH,4.37
FLIGHT_1540,N579MH,3.93
FLIGHT_1541,N716TM,4.61
FLIGHT_1542,N71HC,3.31
FLIGHT_1543,N372MZ,3.44
FLIGHT_1544,N452M,3.27
FLIGHT_1545,N99CT,2.56
FLIGHT_1546,N579MH,4.94
FLIGHT_1547,N716TM,4.45
FLIGHT_1548,N604CH,3.47
FLIGHT_1549,N301VR,4.41
FLIGHT_1550,N372MZ,5.08
FLIGHT_1551,N99CT,4.93
FLIGHT_1552,N579MH,3.6
FLIGHT_1553,N452M,3.82
FLIGHT_1554,N604CH,4.19
FLIGHT_1555,N604CH,4.85
FLIGHT_1556,N531P,4.37
FLIGHT_1557,N452M,3.11
FLIGHT_1558,N579MH,3.26
FLIGHT_1559,N610TX,4.53
FLIGHT_1560,N579MH,4.16
FLIGHT_1561,N523AR,4.19
FLIGHT_1562,N716TM,4.14
FLIGHT_1563,N579MH,3.64
FLIGHT_1564,N99CT,4.08
FLIGHT_1565,N452M,3.24
FLIGHT_1566,N372MZ,2.96
FLIGHT_1567,N610TX,4.95
FLIGHT_1568,N301VR,3.4
FLIGHT_1569,N716TM,4.26
FLIGHT_1570,N452M,4.2
FLIGHT_1571,N71HC,2.83
FLIGHT_1572,N523AR,4.88
FLIGHT_1573,N452M,3.5
FLIGHT_1574,N495DD,5.17
FLIGHT_1575,N99CT,2.52
FLIGHT_1576,N452M,4.06
FLIGHT_1577,N301VR,3.25
FLIGHT_1578,N452M,3.3
FLIGHT_1579,N301VR,3.81
FLIGHT_1580,N604XT,4.21
FLIGHT_1581,N301VR,3.64
FLIGHT_1582,N372MZ,4.59
FLIGHT_1583,N301VR,3.82
FLIGHT_1584,N452M,3.04
FLIGHT_1585,N523AR,3.92
FLIGHT_1586,N301VR,3.64
FLIGHT_1587,N372MZ,4.28
FLIGHT_1588,N523AR,4.03
FLIGHT_1589,N99CT,3.49
FLIGHT_1590,N301VR,3.49
FLIGHT_1591,N523AR,4.57
FLIGHT_1592,N301VR,2.71
FLIGHT_1593,N301VR,2.58
FLIGHT_1594,N716TM,2.62
FLIGHT_1595,N604XT,4.4
FLIGHT_1596,N495DD,3.3
FLIGHT_1597,N301VR,4.58
FLIGHT_1598,N610TX,4.19
FLIGHT_1599,N452M,2.98
FLIGHT_1600,N716TM,5.18
FLIGHT_1601,N99CT,4.02
FLIGHT_1602,N610TX,4.56
FLIGHT_1603,N523AR,3.71
FLIGHT_1604,N716TM,4.86
FLIGHT_1605,N523AR,5.25
FLIGHT_1606,N604CH,4.79
FLIGHT_1607,N99CT,2.53
FLIGHT_1608,N604CH,3.62
FLIGHT_1609,N604CH,3.2
FLIGHT_1610,N495DD,5.72
FLIGHT_1611,N452M,4.08
FLIGHT_1612,N99CT,3.88
FLIGHT_1613,N579MH,4.07
FLIGHT_1614,N523AR,4.6
FLIGHT_1615,N523AR,3.67
FLIGHT_1616,N716TM,3.98
FLIGHT_1617,N71HC,3.42
FLIGHT_1618,N99CT,3.02
FLIGHT_1619,N716TM,3.69
FLIGHT_1620,N716TM,4.17
FLIGHT_1621,N372MZ,3.36
FLIGHT_1622,N301VR,3.41
FLIGHT_1623,N604XT,3.99
FLIGHT_1624,N716TM,3.8
FLIGHT_1625,N301VR,2.86
FLIGHT_1626,N716TM,4.32
FLIGHT_1627,N716TM,4.99
FLIGHT_1628,N579MH,4.19
FLIGHT_1629,N71HC,2.52
FLIGHT_1630,N610TX,4.32
FLIGHT_1631,N610TX,4.18
FLIGHT_1632,N523AR,4.99
FLIGHT_1633,N604CH,4.47
FLIGHT_1634,N301VR,2.97
FLIGHT_1635,N579MH,3.56
FLIGHT_1636,N604CH,4.93
FLIGHT_1637,N716TM,5.62
FLIGHT_1638,N301VR,3.33
FLIGHT_1639,N99CT,3.72
FLIGHT_1640,N523AR,4.84
FLIGHT_1641,N523AR,5.65
FLIGHT_1642,N71HC,3.58
FLIGHT_1643,N523AR,3.41
FLIGHT_1644,N523AR,3.96
FLIGHT_1645,N604CH,5.81
FLIGHT_1646,N301VR,2.67
FLIGHT_1647,N604CH,3.8
FLIGHT_1648,N372MZ,5.28
FLIGHT_1649,N604CH,3.23
FLIGHT_1650,N372MZ,1.96
FLIGHT_1651,N523AR,2.41
FLIGHT_1652,N99CT,2.93
FLIGHT_1653,N495DD,3.0
FLIGHT_1654,N610TX,4.44
FLIGHT_1655,N579MH,3.94
FLIGHT_1656,N301VR,2.18
FLIGHT_1657,N301VR,2.48
FLIGHT_1658,N610TX,4.57
FLIGHT_1659,N301VR,3.49
FLIGHT_1660,N301VR,4.19
FLIGHT_1661,N71HC,4.01
FLIGHT_1662,N610TX,3.0
FLIGHT_1663,N71HC,3.88
FLIGHT_1664,N71HC,3.7
FLIGHT_1665,N604XT,2.85
FLIGHT_1666,N301VR,2.61
FLIGHT_1667,N452M,5.36
FLIGHT_1668,N495DD,3.63
FLIGHT_1669,N523AR,4.63
FLIGHT_1670,N452M,3.64
FLIGHT_1671,N610TX,3.88
FLIGHT_1672,N523AR,4.23
FLIGHT_1673,N99CT,3.93
FLIGHT_1674,N604CH,4.38
FLIGHT_1675,N71HC,3.45
FLIGHT_1676,N610TX,3.17
FLIGHT_1677,N610TX,3.38
FLIGHT_1678,N99CT,2.49
FLIGHT_1679,N610TX,3.54
FLIGHT_1680,N71HC,2.39
FLIGHT_1681,N604XT,4.49
FLIGHT_1682,N301VR,3.55
FLIGHT_1683,N452M,4.42
FLIGHT_1684,N604XT,3.4
FLIGHT_1685,N604XT,3.46
FLIGHT_1686,N452M,4.76
FLIGHT_1687,N523AR,3.3
FLIGHT_1688,N71HC,4.54
FLIGHT_1689,N452M,3.15
FLIGHT_1690,N604CH,3.16
FLIGHT_1691,N610TX,4.31
FLIGHT_1692,N610TX,4.11
FLIGHT_1693,N71HC,4.3
FLIGHT_1694,N523AR,2.9
FLIGHT_1695,N716TM,4.73
FLIGHT_1696,N604XT,4.28
FLIGHT_1697,N71HC,2.77
FLIGHT_1698,N604CH,5.0
FLIGHT_1699,N99CT,3.51
FLIGHT_1700,N99CT,3.34
FLIGHT_1701,N99CT,3.64
FLIGHT_1702,N301VR,2.4
FLIGHT_1703,N604XT,3.38
FLIGHT_1704,N99CT,3.19
FLIGHT_1705,N99CT,3.56
FLIGHT_1706,N301VR,4.1
FLIGHT_1707,N604CH,3.18
FLIGHT_1708,N604CH,3.02
FLIGHT_1709,N99CT,3.66
FLIGHT_1710,N372MZ,3.66
FLIGHT_1711,N523AR,2.87
FLIGHT_1712,N716TM,3.64
FLIGHT_1713,N604XT,4.18
FLIGHT_1714,N99CT,3.3
FLIGHT_1715,N604CH,3.81
FLIGHT_1716,N301VR,2.65
FLIGHT_1717,N610TX,3.67
FLIGHT_1718,N301VR,3.92
FLIGHT_1719,N579MH,1.86
FLIGHT_1720,N452M,3.57
FLIGHT_1721,N301VR,2.44
FLIGHT_1722,N523AR,4.29
FLIGHT_1723,N71HC,2.54
FLIGHT_1724,N579MH,3.84
FLIGHT_1725,N716TM,5.54
FLIGHT_1726,N301VR,2.83
FLIGHT_1727,N604XT,3.69
FLIGHT_1728,N523AR,3.96
FLIGHT_1729,N604XT,4.56
FLIGHT_1730,N99CT,2.81
FLIGHT_1731,N71HC,3.17
FLIGHT_1732,N579MH,3.32
FLIGHT_1733,N579MH,3.45
FLIGHT_1734,N71HC,3.57
FLIGHT_1735,N716TM,4.73
FLIGHT_1736,N716TM,3.21
FLIGHT_1737,N99CT,3.57
FLIGHT_1738,N71HC,5.16
FLIGHT_1739,N99CT,4.26
FLIGHT_1740,N604XT,3.84
FLIGHT_1741,N579MH,3.84
FLIGHT_1742,N71HC,3.36
FLIGHT_1743,N71HC,3.64
FLIGHT_1744,N716TM,4.0
FLIGHT_1745,N495DD,4.11
FLIGHT_1746,N610TX,3.28
FLIGHT_1747,N372MZ,4.48
FLIGHT_1748,N604CH,3.96
FLIGHT_1749,N452M,3.96
FLIGHT_1750,N71HC,4.07
FLIGHT_1751,N301VR,4.08
FLIGHT_1752,N604XT,5.11
FLIGHT_1753,N99CT,4.06
FLIGHT_1754,N579MH,4.78
FLIGHT_1755,N372MZ,3.12
FLIGHT_1756,N604CH,3.56
FLIGHT_1757,N716TM,4.86
FLIGHT_1758,N531P,3.65
FLIGHT_1759,N604XT,4.05
FLIGHT_1760,N604CH,3.89
FLIGHT_1761,N604CH,3.61
FLIGHT_1762,N610TX,3.8
FLIGHT_1763,N301VR,2.73
FLIGHT_1764,N523AR,4.29
FLIGHT_1765,N716TM,4.42
FLIGHT_1766,N99CT,4.29
FLIGHT_1767,N610TX,3.58
FLIGHT_1768,N610TX,3.33
FLIGHT_1769,N99CT,3.79
FLIGHT_1770,N301VR,1.6
FLIGHT_1771,N716TM,4.09
FLIGHT_1772,N452M,3.42
FLIGHT_1773,N716TM,4.52
FLIGHT_1774,N301VR,4.09
FLIGHT_1775,N301VR,4.26
FLIGHT_1776,N523AR,4.51
FLIGHT_1777,N610TX,2.73
FLIGHT_1778,N716TM,3.94
FLIGHT_1779,N523AR,4.02
FLIGHT_1780,N301VR,3.59
FLIGHT_1781,N523AR,4.36
FLIGHT_1782,N372MZ,3.31
FLIGHT_1783,N716TM,3.38
FLIGHT_1784,N716TM,3.67
FLIGHT_1785,N452M,3.17
FLIGHT_1786,N301VR,4.29
FLIGHT_1787,N604XT,3.74
FLIGHT_1788,N71HC,3.42
FLIGHT_1789,N716TM,5.04
FLIGHT_1790,N604XT,4.47
FLIGHT_1791,N452M,3.04
FLIGHT_1792,N579MH,4.41
FLIGHT_1793,N301VR,3.58
FLIGHT_1794,N523AR,2.68
FLIGHT_1795,N523AR,5.26
FLIGHT_1796,N579MH,4.33
FLIGHT_1797,N372MZ,3.98
FLIGHT_1798,N301VR,4.3
FLIGHT_1799,N523AR,4.96
FLIGHT_1800,N579MH,4.5
FLIGHT_1801,N71HC,3.96
FLIGHT_1802,N604XT,4.89
FLIGHT_1803,N716TM,2.98
FLIGHT_1804,N71HC,2.44
FLIGHT_1805,N610TX,4.32
FLIGHT_1806,N71HC,4.08
FLIGHT_1807,N71HC,2.99
FLIGHT_1808,N579MH,3.02
FLIGHT_1809,N610TX,3.93
FLIGHT_1810,N610TX,2.8
FLIGHT_1811,N579MH,3.64
FLIGHT_1812,N301VR,3.18
FLIGHT_1813,N452M,3.61
FLIGHT_1814,N579MH,5.0
FLIGHT_1815,N71HC,3.02
FLIGHT_1816,N452M,3.8
FLIGHT_1817,N71HC,2.64
FLIGHT_1818,N301VR,3.91
FLIGHT_1819,N452M,3.64
FLIGHT_1820,N579MH,4.53
FLIGHT_1821,N71HC,2.0
FLIGHT_1822,N716TM,4.27
FLIGHT_1823,N579MH,3.84
FLIGHT_1824,N99CT,3.9
FLIGHT_1825,N71HC,3.02
FLIGHT_1826,N604XT,4.91
FLIGHT_1827,N452M,3.41
FLIGHT_1828,N495DD,4.4
FLIGHT_1829,N604CH,4.37
FLIGHT_1830,N604CH,3.15
FLIGHT_1831,N604XT,4.88
FLIGHT_1832,N716TM,4.57
FLIGHT_1833,N452M,3.54
FLIGHT_1834,N523AR,3.82
FLIGHT_1835,N301VR,2.2
FLIGHT_1836,N716TM,4.26
FLIGHT_1837,N604CH,3.54
FLIGHT_1838,N301VR,3.74
FLIGHT_1839,N99CT,3.68
FLIGHT_1840,N372MZ,4.46
FLIGHT_1841,N452M,4.48
FLIGHT_1842,N604XT,6.69
FLIGHT_1843,N716TM,4.71
FLIGHT_1844,N301VR,2.89
FLIGHT_1845,N604XT,4.94
FLIGHT_1846,N301VR,4.28
FLIGHT_1847,N604XT,4.68
FLIGHT_1848,N716TM,2.72
FLIGHT_1849,N452M,4.12
FLIGHT_1850,N523AR,3.85
FLIGHT_1851,N716TM,3.33
FLIGHT_1852,N452M,3.88
FLIGHT_1853,N716TM,3.18
FLIGHT_1854,N716TM,5.09
FLIGHT_1855,N452M,4.24
FLIGHT_1856,N716TM,4.26
FLIGHT_1857,N71HC,3.07
FLIGHT_1858,N71HC,3.28
FLIGHT_1859,N99CT,2.81
FLIGHT_1860,N301VR,3.33
FLIGHT_1861,N372MZ,1.89
FLIGHT_1862,N604XT,4.39
FLIGHT_1863,N716TM,4.41
FLIGHT_1864,N716TM,4.96
FLIGHT_1865,N610TX,3.95
FLIGHT_1866,N610TX,4.4
FLIGHT_1867,N523AR,4.73
FLIGHT_1868,N604CH,4.44
FLIGHT_1869,N372MZ,5.48
FLIGHT_1870,N716TM,4.64
FLIGHT_1871,N301VR,3.49
FLIGHT_1872,N99CT,4.05
FLIGHT_1873,N452M,3.45
FLIGHT_1874,N372MZ,3.68
FLIGHT_1875,N604XT,4.64
FLIGHT_1876,N99CT,3.42
FLIGHT_1877,N604XT,4.37
FLIGHT_1878,N604CH,4.35
FLIGHT_1879,N452M,2.64
FLIGHT_1880,N301VR,4.53
FLIGHT_1881,N372MZ,4.08
FLIGHT_1882,N301VR,3.16
FLIGHT_1883,N372MZ,4.83
FLIGHT_1884,N604XT,4.4
FLIGHT_1885,N99CT,3.46
FLIGHT_1886,N604CH,3.62
FLIGHT_1887,N301VR,4.21
FLIGHT_1888,N452M,3.75
FLIGHT_1889,N716TM,3.9
FLIGHT_1890,N372MZ,4.42
FLIGHT_1891,N610TX,4.54
FLIGHT_1892,N71HC,4.28
FLIGHT_1893,N523AR,4.8
FLIGHT_1894,N523AR,5.19
FLIGHT_1895,N99CT,3.23
FLIGHT_1896,N579MH,4.43
FLIGHT_1897,N604CH,4.25
FLIGHT_1898,N610TX,4.11
FLIGHT_1899,N452M,2.73
FLIGHT_1900,N523AR,4.03
FLIGHT_1901,N372MZ,3.73
FLIGHT_1902,N604CH,4.11
FLIGHT_1903,N523AR,6.12
FLIGHT_1904,N99CT,3.87
FLIGHT_1905,N523AR,3.71
FLIGHT_1906,N452M,3.44
FLIGHT_1907,N579MH,4.67
FLIGHT_1908,N372MZ,3.41
FLIGHT_1909,N99CT,3.95
FLIGHT_1910,N610TX,3.83
FLIGHT_1911,N71HC,3.29
FLIGHT_1912,N604XT,3.94
FLIGHT_1913,N301VR,1.66
FLIGHT_1914,N99CT,3.68
FLIGHT_1915,N604CH,3.06
FLIGHT_1916,N610TX,2.83
FLIGHT_1917,N71HC,3.52
FLIGHT_1918,N301VR,3.96
FLIGHT_1919,N71HC,2.42
FLIGHT_1920,N301VR,3.95
FLIGHT_1921,N99CT,2.87
FLIGHT_1922,N604CH,4.18
FLIGHT_1923,N610TX,4.14
FLIGHT_1924,N301VR,3.27
FLIGHT_1925,N579MH,3.78
FLIGHT_1926,N716TM,4.02
FLIGHT_1927,N99CT,3.53
FLIGHT_1928,N716TM,4.51
FLIGHT_1929,N579MH,3.15
FLIGHT_1930,N301VR,2.62
FLIGHT_1931,N523AR,5.08
FLIGHT_1932,N99CT,3.49
FLIGHT_1933,N716TM,4.98
FLIGHT_1934,N99CT,3.01
FLIGHT_1935,N452M,3.21
FLIGHT_1936,N372MZ,3.09
FLIGHT_1937,N452M,3.64
FLIGHT_1938,N71HC,3.51
FLIGHT_1939,N716TM,3.91
FLIGHT_1940,N71HC,4.26
FLIGHT_1941,N301VR,3.02
FLIGHT_1942,N372MZ,3.92
FLIGHT_1943,N71HC,2.88
FLIGHT_1944,N716TM,3.81
FLIGHT_1945,N579MH,3.7
FLIGHT_1946,N523AR,3.69
FLIGHT_1947,N610TX,3.81
FLIGHT_1948,N71HC,3.63
FLIGHT_1949,N604XT,5.14
FLIGHT_1950,N716TM,3.51
FLIGHT_1951,N610TX,3.87
FLIGHT_1952,N523AR,4.27
FLIGHT_1953,N604XT,2.93
FLIGHT_1954,N99CT,2.74
FLIGHT_1955,N372MZ,4.07
FLIGHT_1956,N716TM,3.31
FLIGHT_1957,N523AR,4.26
FLIGHT_1958,N452M,2.36
FLIGHT_1959,N610TX,3.69
FLIGHT_1960,N523AR,2.78
FLIGHT_1961,N452M,3.36
FLIGHT_1962,N301VR,3.14
FLIGHT_1963,N452M,3.84
FLIGHT_1964,N604XT,4.13
FLIGHT_1965,N523AR,3.39
FLIGHT_1966,N452M,2.96
FLIGHT_1967,N452M,2.7
FLIGHT_1968,N716TM,4.48
FLIGHT_1969,N604CH,3.86
FLIGHT_1970,N301VR,3.76
FLIGHT_1971,N452M,3.43
FLIGHT_1972,N372MZ,2.62
FLIGHT_1973,N301VR,3.2
FLIGHT_1974,N372MZ,3.77
FLIGHT_1975,N579MH,2.99
FLIGHT_1976,N579MH,3.05
FLIGHT_1977,N716TM,4.66
FLIGHT_1978,N716TM,4.4
FLIGHT_1979,N604CH,4.5
FLIGHT_1980,N716TM,5.62
FLIGHT_1981,N523AR,3.19
FLIGHT_1982,N372MZ,3.49
FLIGHT_1983,N301VR,3.45
FLIGHT_1984,N579MH,3.99
FLIGHT_1985,N579MH,4.42
FLIGHT_1986,N372MZ,4.24
FLIGHT_1987,N71HC,4.02
FLIGHT_1988,N523AR,4.37
FLIGHT_1989,N71HC,3.02
FLIGHT_1990,N604CH,5.04
FLIGHT_1991,N99CT,3.47
FLIGHT_1992,N610TX,3.6
FLIGHT_1993,N604XT,3.51
FLIGHT_1994,N452M,3.86
FLIGHT_1995,N523AR,5.07
FLIGHT_1996,N71HC,3.1
FLIGHT_1997,N452M,3.67
FLIGHT_1998,N301VR,3.52
FLIGHT_1999,N99CT,3.64
FLIGHT_2000,N716TM,4.12
FLIGHT_2001,N610TX,3.49
FLIGHT_2002,N604XT,3.94
FLIGHT_2003,N579MH,3.03
FLIGHT_2004,N372MZ,3.25
FLIGHT_2005,N523AR,3.72
FLIGHT_2006,N604CH,2.74
FLIGHT_2007,N71HC,3.95
FLIGHT_2008,N452M,3.99
FLIGHT_2009,N716TM,4.42
FLIGHT_2010,N716TM,5.3
FLIGHT_2011,N495DD,4.86
FLIGHT_2012,N523AR,3.73
FLIGHT_2013,N604XT,5.2
FLIGHT_2014,N71HC,3.93
FLIGHT_2015,N716TM,3.49
FLIGHT_2016,N523AR,5.0
FLIGHT_2017,N579MH,3.45
FLIGHT_2018,N99CT,3.95
FLIGHT_2019,N579MH,3.53
FLIGHT_2020,N71HC,3.08
FLIGHT_2021,N71HC,3.14
FLIGHT_2022,N716TM,3.59
FLIGHT_2023,N610TX,2.78
FLIGHT_2024,N372MZ,2.11
FLIGHT_2025,N716TM,3.53
FLIGHT_2026,N604XT,6.29
FLIGHT_2027,N452M,4.07
FLIGHT_2028,N71HC,4.43
FLIGHT_2029,N452M,3.55
FLIGHT_2030,N99CT,3.12
FLIGHT_2031,N452M,4.88
FLIGHT_2032,N495DD,4.6
FLIGHT_2033,N716TM,3.61
FLIGHT_2034,N71HC,3.74
FLIGHT_2035,N610TX,4.58
FLIGHT_2036,N604CH,2.82
FLIGHT_2037,N579MH,4.07
FLIGHT_2038,N99CT,2.61
FLIGHT_2039,N523AR,5.22
FLIGHT_2040,N716TM,4.49
FLIGHT_2041,N301VR,3.74
FLIGHT_2042,N579MH,3.62
FLIGHT_2043,N452M,2.58
FLIGHT_2044,N372MZ,3.47
FLIGHT_2045,N716TM,5.02
FLIGHT_2046,N579MH,5.07
FLIGHT_2047,N610TX,3.95
FLIGHT_2048,N372MZ,3.31
FLIGHT_2049,N372MZ,4.11
FLIGHT_2050,N610TX,4.31
FLIGHT_2051,N604CH,3.84
FLIGHT_2052,N99CT,3.42
FLIGHT_2053,N71HC,3.5
FLIGHT_2054,N610TX,3.79
FLIGHT_2055,N523AR,4.55
FLIGHT_2056,N99CT,4.42
FLIGHT_2057,N523AR,2.79
FLIGHT_2058,N372MZ,3.6
FLIGHT_2059,N610TX,3.15
FLIGHT_2060,N71HC,4.05
FLIGHT_2061,N531P,4.22
FLIGHT_2062,N452M,4.12
FLIGHT_2063,N71HC,4.19
FLIGHT_2064,N99CT,2.77
FLIGHT_2065,N610TX,3.41
FLIGHT_2066,N523AR,5.32
FLIGHT_2067,N523AR,3.48
FLIGHT_2068,N604XT,3.95
FLIGHT_2069,N301VR,2.48
FLIGHT_2070,N610TX,4.65
FLIGHT_2071,N71HC,3.05
FLIGHT_2072,N71HC,3.58
FLIGHT_2073,N99CT,3.77
FLIGHT_2074,N71HC,2.93
FLIGHT_2075,N604CH,2.51
FLIGHT_2076,N604CH,3.62
FLIGHT_2077,N610TX,3.6
FLIGHT_2078,N71HC,3.34
FLIGHT_2079,N372MZ,3.72
FLIGHT_2080,N523AR,3.95
FLIGHT_2081,N604CH,3.4
FLIGHT_2082,N372MZ,3.95
FLIGHT_2083,N71HC,2.92
FLIGHT_2084,N71HC,3.33
FLIGHT_2085,N716TM,3.9
FLIGHT_2086,N579MH,3.95
FLIGHT_2087,N610TX,4.49
FLIGHT_2088,N99CT,4.03
FLIGHT_2089,N301VR,4.11
FLIGHT_2090,N99CT,3.19
FLIGHT_2091,N604CH,3.59
FLIGHT_2092,N71HC,2.67
FLIGHT_2093,N716TM,4.07
FLIGHT_2094,N71HC,3.21
FLIGHT_2095,N604XT,3.86
FLIGHT_2096,N579MH,3.34
FLIGHT_2097,N604CH,2.64
FLIGHT_2098,N71HC,2.62
FLIGHT_2099,N523AR,4.36
FLIGHT_2100,N301VR,3.43
FLIGHT_2101,N301VR,3.65
FLIGHT_2102,N523AR,4.12
FLIGHT_2103,N716TM,4.33
FLIGHT_2104,N604XT,5.26
FLIGHT_2105,N301VR,3.35
FLIGHT_2106,N99CT,3.02
FLIGHT_2107,N452M,2.98
FLIGHT_2108,N579MH,4.28
FLIGHT_2109,N372MZ,2.64
FLIGHT_2110,N452M,3.2
FLIGHT_2111,N523AR,4.63
FLIGHT_2112,N604CH,2.51
FLIGHT_2113,N495DD,3.86
FLIGHT_2114,N716TM,4.42
FLIGHT_2115,N71HC,3.17
FLIGHT_2116,N523AR,3.58
FLIGHT_2117,N716TM,3.88
FLIGHT_2118,N71HC,3.84
FLIGHT_2119,N71HC,4.42
FLIGHT_2120,N99CT,3.46
FLIGHT_2121,N301VR,2.26
FLIGHT_2122,N301VR,3.7
FLIGHT_2123,N99CT,3.16
FLIGHT_2124,N71HC,2.76
FLIGHT_2125,N579MH,3.23
FLIGHT_2126,N99CT,2.96
FLIGHT_2127,N452M,2.83
FLIGHT_2128,N604CH,3.72
FLIGHT_2129,N495DD,5.69
FLIGHT_2130,N372MZ,3.03
FLIGHT_2131,N71HC,4.4
FLIGHT_2132,N301VR,3.49
FLIGHT_2133,N452M,3.69
FLIGHT_2134,N99CT,3.2
FLIGHT_2135,N610TX,3.23
FLIGHT_2136,N579MH,3.95
FLIGHT_2137,N716TM,4.72
FLIGHT_2138,N523AR,2.5
FLIGHT_2139,N523AR,6.23
FLIGHT_2140,N301VR,2.36
FLIGHT_2141,N71HC,3.09
FLIGHT_2142,N604CH,2.08
FLIGHT_2143,N523AR,4.12
FLIGHT_2144,N716TM,3.97
FLIGHT_2145,N71HC,3.09
FLIGHT_2146,N452M,3.95
FLIGHT_2147,N495DD,4.13
FLIGHT_2148,N495DD,4.73
FLIGHT_2149,N610TX,2.94
FLIGHT_2150,N71HC,3.43
FLIGHT_2151,N523AR,3.84
FLIGHT_2152,N604CH,3.51
FLIGHT_2153,N604CH,3.94
FLIGHT_2154,N716TM,3.95
FLIGHT_2155,N99CT,3.33
FLIGHT_2156,N372MZ,3.0
FLIGHT_2157,N716TM,5.15
FLIGHT_2158,N610TX,4.24
FLIGHT_2159,N99CT,3.44
FLIGHT_2160,N71HC,3.24
FLIGHT_2161,N301VR,3.33
FLIGHT_2162,N372MZ,4.46
FLIGHT_2163,N452M,4.19
FLIGHT_2164,N604XT,5.14
FLIGHT_2165,N610TX,3.53
FLIGHT_2166,N99CT,3.65
FLIGHT_2167,N301VR,4.05
FLIGHT_2168,N452M,3.15
FLIGHT_2169,N452M,3.11
FLIGHT_2170,N452M,3.94
FLIGHT_2171,N604CH,2.95
FLIGHT_2172,N71HC,2.36
FLIGHT_2173,N716TM,5.2
FLIGHT_2174,N610TX,4.64
FLIGHT_2175,N716TM,3.44
FLIGHT_2176,N71HC,2.57
FLIGHT_2177,N372MZ,3.33
FLIGHT_2178,N716TM,5.26
FLIGHT_2179,N604CH,3.49
FLIGHT_2180,N301VR,3.44
FLIGHT_2181,N604CH,3.97
FLIGHT_2182,N579MH,3.87
FLIGHT_2183,N579MH,4.74
FLIGHT_2184,N523AR,3.78
FLIGHT_2185,N716TM,4.25
FLIGHT_2186,N523AR,4.5
FLIGHT_2187,N523AR,4.28
FLIGHT_2188,N579MH,2.96
FLIGHT_2189,N716TM,3.21
FLIGHT_2190,N301VR,2.54
FLIGHT_2191,N99CT,3.8
FLIGHT_2192,N372MZ,3.22
FLIGHT_2193,N301VR,3.64
FLIGHT_2194,N452M,3.81
FLIGHT_2195,N372MZ,3.12
FLIGHT_2196,N604CH,3.14
FLIGHT_2197,N452M,3.84
FLIGHT_2198,N99CT,3.43
FLIGHT_2199,N452M,4.08
FLIGHT_2200,N523AR,3.97
FLIGHT_2201,N452M,3.2
FLIGHT_2202,N452M,3.83
FLIGHT_2203,N301VR,4.18
FLIGHT_2204,N71HC,2.32
FLIGHT_2205,N495DD,3.72
FLIGHT_2206,N372MZ,4.14
FLIGHT_2207,N716TM,4.48
FLIGHT_2208,N716TM,4.77
